idx	C3L-01663	C3N-03486	C3L-02665	C3L-02163	C3N-03875	C3N-01846	C3N-02375	C3L-02619	C3L-02649	C3N-02339	C3N-02252	C3N-02285	C3N-02288	C3L-02963	C3L-02627	C3L-00568	C3L-02349	C3L-04071	C3N-01893	C3L-00081	C3N-01194	C3L-03961	C3N-01025	C3L-00927	C3L-04391	C3L-00415	C3L-02170	C3N-02300	C3N-03662	C3L-02951	C3N-01028	C3L-02130	C3N-03092	C3N-03424	C3N-04155	C3L-02969	C3L-02127	C3L-02650	C3L-00603	C3L-02625	C3L-01606	C3N-02425	C3N-01892	C3N-03441	C3L-03963	C3L-04014	C3L-00923	C3N-03072	C3L-01285	C3L-02660	C3N-00555	C3L-01000	C3L-02891	C3N-03093	C3N-02374	C3N-03051	C3N-03886	C3N-02675	C3L-04013	C3N-03425	C3L-01838	C3L-03965	C3L-03272	C3L-00993	C3L-00904	C3N-02434	C3L-02669	C3L-00965	C3N-02283	C3L-03678	C3L-02968	C3N-00247	C3L-02164	C3L-02552	C3N-03880	C3N-02435	C3N-03076	C3L-02646	C3N-02523	C3L-02964	C3L-03962	C3L-02629	C3L-02168	C3N-02289	C3N-02426	C3N-02494	C3N-03848	C3L-02546	C3N-00211	C3N-01017	C3N-03204	C3N-00221	C3N-03882	C3N-03851	C3N-02284	C3L-00445	C3L-01455	C3N-04124	C3N-04162	C3L-03961	C3L-01884	C3L-02358	C3N-01411	C3N-01020	C3N-00497	C3N-04127	C3L-02648	C3N-03877
hsa-miR-4725-5p	0	0	0.2325	0	0	0	0	0	0	0	0.1386	0	0.3355	0	0	0	0	0.1961	0	0.1487	0	0	0	1.4553	0	0	0	0	0	0	0	0.4589	0	0.1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2321	0	0	1.251	0.1362	0.6582	0	0	0.1594	0.5281	0.1615	0	0	0	0	0.1225	0.3261	0	0	0.2318	0	0	0.4547	0	0	0.2828	0.405	0	0	0	0.4672	0	0	0	0.3987	0	0	0	0	0.1682	0.906	0	0	0	0	0	0	0	0	0.3331	0	0	0.1992	0
hsa-miR-4726-3p	0.1467	0	0	0	0	0	0	0	0	0	0	0	0	0.4459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2409	0	0	0.3888	0	0	0	0	0.1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2221	0	0.2319	0	0	0	0	0	0	0	0	0.3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-5p	0	0	0.2325	0	0.2618	0	0	0	0	0	0.1386	0.1176	0.6075	0	0	0	0	0	0	0	0.2609	0	0	0.5505	0	0	0.2484	0.1347	0	0.2168	0.3897	0	0.5675	0.6859	0	0	0	0.1368	0.8678	0	0	0	0	0	0.1959	0	0	0	0	0	0.4709	0	0	0.2384	0	0	0.5553	0	0.2606	0	0	0.1989	0	0.9138	0	0.2221	0	0.2319	0	0.5291	0	0	0	0	0.2242	0	1.6883	0	0	0.9001	0	0.1624	0	0.1175	0	0	0	0	0	0	0	0.7352	0	0	0	0	0	0.6856	0	0	0	0	0	0.6035	0	0	0	0.4797
hsa-miR-4727-3p	0.2798	0	0	0	0.3768	0.7789	0.448	0.1913	0.2129	0.1518	0	0	0.3355	0	0.5012	0	0	0.3686	0.4361	0	0	0	0.7767	1.3929	0	2.7466	0	0	0	0.4053	0.2079	0	0	0.1657	0	0.4473	0	0	0.6948	0.1962	0	0	0.1514	0	0.1959	0.1979	0.166	0.6303	0.6184	0	0.8254	0	0	0.7814	0	0.1765	0.2098	0	0	0.3001	0.1452	0.3737	0.4334	0	0.5596	0.2221	0.2042	0.9046	0.2321	0	0	0.6441	0	0	0.2242	0	0.5791	0.3803	0.2192	0.1483	0.148	0	0	0	0.7391	0.2157	0	0.3952	0.5457	0.3255	1.9652	0.5292	0	0	0	0	0	0.3832	0	0	0	0	0	0	0	0.1753	0.1992	0
hsa-miR-4727-5p	0	0	0	0	0.1368	0	0	0	0	0.1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4095	0.2828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1992	0
hsa-miR-4728-3p	1.0496	1.1302	1.7109	1.469	0.1368	1.5697	0.2413	0.3601	1.2818	1.5295	0.489	0.594	0	1.3615	0.8725	1.5136	1.237	0.1961	0.7705	0	0.4817	0.543	0.3077	1.1875	0.3526	0.8845	0.3582	0.8345	0.3609	0.4053	1.0602	1.2467	0.5675	0.7911	0.3396	0.4473	0.1733	0.2618	0.3888	0.7274	0	0.5167	0.7346	0.9247	0.1959	0.5273	1.3701	0	0	0.1214	1.9616	0.5324	0.8327	0.1241	1.1516	0.7232	0.2098	0.5867	0.6727	1.1084	0.8001	0.1989	0.1594	1.3488	1.3449	1.5012	0.2965	1.0331	1.3621	0.2354	1.0105	0.6441	0.2696	0.3351	0.4181	1.1346	3.7781	0.3803	0	1.0585	1.8877	1.4786	0.3116	0.8184	1.0367	0	0.3361	1.0173	0.8013	0.815	0	1.8713	0.4532	0.8995	1.275	0.7327	1.0762	0.2043	0	1.074	0.6246	0.9102	0.2788	0.6035	0.8641	0.6011	0.6711	0.7289
hsa-miR-4728-5p	0	0.2263	0	0.3918	0.2618	0	0	1.5073	0	0	0	0	0	0	0	0	0	0	0.122	0.9836	0	0	0	0.5505	0	1.3108	0	0	0	0	0.2079	0.4589	0	0.4491	0.3396	0	0	0	0	0.1015	0	0	0.2884	0.1742	0	0.372	0	0.242	0.6184	0	0	0	0.2094	0	0.6075	0.1765	0	0.1705	0.4813	0	0.2771	0	0	0	0.1615	0	0	0	0	0	0	0	0.1411	0	0.2242	0	0.8987	0	0.2192	0	0.148	0	0	0	0	0	0	0.3952	0.2776	0	0	0.7352	0	0	0	0.2876	0.6362	0.2043	0	0	0	0	0	0	0	0	0	0
hsa-miR-4729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1241	0	0.3338	0	0	0	0	0	0	0	0	0	0	0.1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3271	0	0	0.1778	0	0	0	0	0	0	0	0	0.1509	0	0	0	0	0.9282	0	0	0	0	0	0	0
hsa-miR-4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4731-3p	0	0.2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1225	0	0	0.2696	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4731-5p	0.1467	0.2263	0	0	0.1368	0.4414	0	0.773	0	0.1518	0	0.1176	0	0	0	0.3009	0	0	0.4361	0	0	0.2969	0	0	0.2444	0	0	0.5748	0	0.2168	0	0	0	0.4491	0.1798	0.6278	0.328	0	0	0	0	0	0.7346	0.1742	0	0.1979	0.3148	0.242	0	0.1214	0.2546	0.1526	0	0.1241	0.9051	0	0.3929	0	0	1.0289	0.2771	0	0	0	0	0	0	0	0	0.2354	0	0.989	0.3876	0.7631	0	0	0	0.1382	0.2192	0	0	0.5622	0	0.5101	0.2524	0	0.6084	0.2111	0.4741	0.5909	0	0	0	0	0	0	0.4142	0.2043	0	0.4525	0.2395	0.2867	0	0.1761	0.4958	0.4726	0	0
hsa-miR-4732-3p	0	0	0.2325	0.3918	0	0	0.6287	0	0.3985	0	0.489	0.3274	0.8362	0.312	0.1871	0.3009	0.1836	0.1961	0.8432	0	0	1.5569	0.3077	0.1585	0.3526	0	0	0	0	0.2168	0	1.391	0.1641	0	0	0	0	0	1.1618	0	0	0.3642	0	1.0191	0.1959	0	1.2272	0	1.3817	0.4343	0.4709	1.5891	0	0.443	0.4319	0.3338	0	0	0	0	0	0.1989	0	0.5281	0	1.8059	0.4649	0.4317	0	1.2736	0.3261	0.7685	0.8654	0	0.2242	0	0	0	0.2192	0.8139	0.148	0.1624	0	0	0.3638	0.2157	0.1778	0.2111	0.2349	0.3255	0	0	0	0.5797	0.1496	0	0.6362	0	0	0.6907	0.6246	0.2867	0	0	0	0	0	0.1782
hsa-miR-4732-5p	0	0	0	0	0	0	0	0.1913	0	0.1518	0.3814	0	0.1775	0	0.3527	0.5497	0.6256	0.1961	0	0	0	0.1561	0	0.4313	0	0	0.2484	0	0	0	0	0	0	0	0	0.6278	0.921	0	0.8678	0	0.8131	0	0.1514	0.7152	0	0	0.3148	0	0	0.2334	0	0.5324	0	0.443	0	0	0	0	0	0.3001	0.2771	0.1989	0.1594	0	0.4387	0.7362	0.2042	0	0	0.4377	0	0.989	1.0909	0	0	0.2275	0	0.5875	0.5775	0	0.405	0	0.1642	0.2261	0.2524	0	0.1778	0.3061	0	0	0	0	0	0	0.523	0	0.8286	0	0	0	0.7843	0	0	0	0	0.1753	0.3742	0
hsa-miR-4733-3p	0	0.2263	0	0	0	0	0.6287	0	0	0	0	0.1176	0.6075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372	0	0	0	0.1214	0	0	0	0	0	0.1765	0.3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1205	0	0	0	0	0	0	0	0	0	0	0	0.2157	0	0	0	0	0	0	0	0	0.1496	0	0.2889	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4733-5p	0.2798	0.4219	0	0	0	0.2375	0.6287	0	0.9666	0.1518	0	0.2263	0.4779	0	0	0	0.4927	0	0	0	0	0	0.3077	1.2593	0	0	0.3582	0	0	0.2168	0.551	0	0.3115	0	0.3396	0.4473	0	0.1368	0	0	0	0	0.1514	0.3296	0.1959	0	0.6867	0	0	0.3373	0.4709	0	0.5545	0	0	0	0	0	0.1362	0	0	0.6703	0	0	0.1615	0	0	1.3615	0.6074	0	0	0	0	0	0.2242	0.5968	0	0.9296	0.2192	0	1.2656	0.1624	0	0.1175	0	0	0.1778	0	0	1.1798	0.6827	1.4712	0.9432	0.6944	0.523	0.2876	0.4142	0	0	0	0	0	0	0.1761	0	0	0.3742	0.3368
hsa-miR-4734	0	0	0	0	0	0	0	0.3601	0	0	0	0	0	0	0	0.5497	0	0	0	0	0	0	0	0	0	0	0	0.1347	0	0	0.551	0	0.1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659	0	0.2094	0.2384	0	0	0.2098	0	0	0	0	0	0.1594	0	0	0	0.1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2822	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1496	0	0	0	0	0	0	0.1973	0	0	0	0	0	0
hsa-miR-4735-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1295	0	0	0	0	0	0	0	0	0	0.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4735-5p	0	0	0	0	0	0	0	0	0	0.2892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1214	0	0.5324	0.3922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2321	0.1225	0	0	0	0	0	0	0.4547	0	0	0	0	0.1624	0	0	0	0	0	0	0	0	0	0	0	0.1682	0	0	0	0	0	0	0	0	0	0.1761	0	0	0	0.4797
hsa-miR-4736	0	0.5941	0	0	0	0	0.448	0.5112	0	0	0	0	0	0	0	0	0	0	0.3388	0	0	0.1561	0	0	0	0	0	0	0	0	0	0	0.3115	0	0	0.2409	0	0	0.3888	0	0	0	0.1514	0	0.3684	0	0	0	0	0	0	0	0.954	0	0	0	0	0	0	0	0.1452	0.1989	0	0	0	0	0	0	0	0.1225	0	0.508	0.1411	0	0.2242	0	0	0	0	0.1483	0	0	0	0	0	0.5694	0	0	0	0	0	0	0	0.1682	0.1496	0	0.1517	0.3832	0	0.9873	0	0	0	0	0	0.1753	0	0
hsa-miR-4737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659	0	0	0	0	0.1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1753	0	0
hsa-miR-4738-3p	0	0.2263	0	0	0	0	0.2413	0.1913	0.3985	0	0.1386	0.1176	0.8362	0	0	0.3009	0	0	0	0	0	0	0	1.112	0	0	0	0	0	0	0	0	0	0	0	0.2409	0	0.3767	0	0	0	0	0.2884	0	0	0	0	0	0	0	0	0	0.3922	0.1241	0.4319	0	0.3929	0	0	0	0.2771	0	0	0.2881	0	0.7362	0	0	0	0.2354	0.4652	0	0	0	0	0	0	0	0	0.1483	0	0	0.1642	0.1175	0	0	0	0	0.0501	0	0	0	0.4532	0	0	0	0	0.2043	0	0	0	0.1973	0	0	0.6917	0	0	0
hsa-miR-4738-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2969	0	0.5505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4739	0.1467	0	0	0	0	0	0	0	0	0.2892	0.1386	0	0	0	0	0	0	0	0.122	0	0	0	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0.2409	0	0	0.4982	0.1015	0	0	0	0	0	0	0	0	0	0	0	0	0.7003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1778	0	0	0	0	0	0	0	0.523	0	0.1517	0	0	0	0	0	0	0	0	0.1753	0	0
hsa-miR-4740-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3316	0	0
hsa-miR-4741	0.2798	0.2263	0.4327	0.3918	0.1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753	0	0	0	0.1697	0	0	0	0	0	0	0	0	0	0.8964	0	0.4699	0.5225	0	0	0.242	1.9298	0	0.659	0	0	0.2384	0.4319	0	0	0	0	0.5484	0	0.5296	0	0	0	0	0	0	2.1096	0.2354	0	0.1899	0	0	0	0	0.168	0	0	0	0.405	0	0	0	0	0	0	0	0.0501	0.3255	0.1648	0.2887	0	0.8995	0.2851	0	0	0.2043	0	0	0.2395	0.102	0	0.1761	0.2691	0.3316	0	0.1782
hsa-miR-4742-3p	0.8922	2.2438	1.2625	1.2964	0.6753	1.48	0.7893	1.0936	1.0795	0.4146	0.2651	1.2889	0.9383	1.3615	1.5552	1.1107	2.3423	0.789	1.0418	1.7609	1.1304	1.2455	1.6506	1.5152	1.1374	3.4237	1.0891	0.9848	0.1917	0.8568	1.5162	1.4581	0.7848	0.7911	0.3396	0.6278	0.921	0.9224	1.7534	2.0471	0	0.3642	1.1487	1.1077	1.1135	1.2164	1.9731	1.188	0.739	1.3177	2.2809	1.1554	1.7412	1.2855	0.7639	2.0889	1.1712	1.7586	0.3752	1.1838	0.8853	0.3737	1.5205	1.4688	1.8972	1.4138	0.6157	0.6071	2.3753	1.1055	0.8164	1.7009	0.9445	0.2318	1.5104	1.0177	0.8987	1.2674	0.5775	2.0114	2.1205	0.1624	0.7851	0.4215	0.4672	0.9766	1.804	0.7051	0.7415	0.815	2.0092	0.9155	0.7976	0.5797	1.7198	0.9125	1.5827	1.0459	0.8309	1.5069	2.025	0.9654	0.2788	1.4947	1.9526	1.3508	1.5484	0.7289
hsa-miR-4742-5p	0.8065	1.8943	0.7652	1.8059	1.1335	1.8096	1.2966	0.3601	1.69	1.2215	1.2703	0.9516	0.3355	1.7198	1.1676	0.9468	1.6651	1.0136	0.4361	0	1.477	0.2969	1.9459	1.8763	0.5474	0	1.0891	1.6571	0.8896	0.8568	1.7336	0.6996	0.4451	1.5596	1.2985	0.7882	1.2654	0.7624	0.4982	0.9613	1.4006	0.3642	0.997	1.5484	1.5316	0.7952	1.7817	0.7912	2.0277	0.7676	2.2225	1.4779	1.8701	0.5353	1.6296	1.8494	1.0673	0.7025	0	1.1084	1.1831	1.3094	0.8621	1.3488	1.4736	0.8736	0.2042	1.8544	2.3753	1.1055	1.4728	0.1899	1.0909	1.4557	0.7419	0.4239	0.8987	0	0.8643	1.3311	1.2656	0.778	0.5676	1.4758	0.8956	1.7041	1.2088	1.1766	1.4504	0.815	0.9769	1.5821	0.4532	1.2388	1.7198	0.5272	1.6857	0.5423	0.6987	0.895	1.059	1.3019	0.2788	1.28	0	1.49	0.3742	1.0369
hsa-miR-4743-3p	0	0	0	0	0.1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4743-5p	0	0	0.2325	0	0	0.4414	1.0651	0.1913	0	0	0.6827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0	0	0	0.2705	0	0	0	0.4135	0	0	0	0	0	0	0.3373	0	0	0	0	0	0	0	0	0	0	0	0	0.3029	0.2881	0	0	0	0	1.4569	0	0.1723	0.3577	0	0	0.2242	0	0	0	0	0	0.148	0	0	0.2261	0	0	0	0.2111	0.0501	0	0	0	0	0	0	0	0.4142	0	0	0.1671	0	0	0	0	0	0	0	0
hsa-miR-4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1517	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4745-3p	0	0.2263	0	0	0	0	0	0	0.2129	0	0	0.1176	0.1775	0	0.1871	0	0	0	0	0	0.8422	0	0	2.3071	0.1274	0	0	0.1347	0	0	0	0	0	0	0.1798	0	0	0	0	0.2852	1.3299	0	0	0	0	0	0	0.4492	0	0	0	0.4166	0	0	0.6075	0.7232	0.2098	0	0	0.5484	0	0.1989	0	0.2881	0	0	0.1057	0.2319	0	0	0	0.1899	0	0	0	0.2275	0.168	0	0	0	0.2822	0	0	0	0	0	0	0	0.5457	0	0	0.5292	0	0	0.1496	0	0.1517	0	0	0	1.059	0.1973	0	0	0	0.1753	0	0
hsa-miR-4745-5p	0	0.2263	0	0	0	0	0.2413	0	0	0	0.1386	0	0	0	0.1871	0.7619	0	0	0	0	0.9935	0.1561	0	1.6279	0.1274	1.4288	0.2484	0.5748	0	0.2168	0	0	0.1641	0.1657	0.7343	0.6278	0	0.1368	0.4982	0	0	0	0.1514	0.3296	0.5225	0	0	0	0	0	0.2546	0.5324	0.5545	0.2384	0.2321	0.9345	0.2098	0	0	0	0	0	0	0.2881	0.1615	0.7362	0	0.4317	0.4319	0	0	0	0	0	0.2242	0.2275	0.3184	0	0	0.2828	0.7208	0.1624	0	0.1175	0	0	0	0	0.1909	0	0	0.2887	0	0	1.8566	0.2876	0	0	0	0	0.6246	0.102	0	0	0	0.1753	0	0
hsa-miR-4746-3p	0.1467	0	0	0.2727	0	0	0	0	0	0	0	0.1176	0	0	0	0	0	0	0	0	0	0	0.5612	0.3013	0	0	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2822	0	0	0	0	0	0	0	0	0	0	0	0.2443	0	0	0	0	0	0.3912	0	0	0	0	0	0	0	0	0
hsa-miR-4746-5p	0.4016	0.5941	0.4327	0.9532	0.3768	0	0.9338	0.1913	1.0795	0.1518	0.489	0.1176	1.2868	0	1.5552	1.3914	0.8594	0.1961	0.4361	0.4069	1.1304	0.9366	0.3077	1.8299	0.5474	0	0.1295	0.9848	0	0	0.551	0.3215	0.4451	0	1.7608	0.7882	0.328	0.3767	0.1416	0.2852	0	0.5167	0.7346	0.1742	0.6616	0	0.4497	0.6303	2.9679	0.6105	1.7294	0.1526	0.3922	0.3443	0.2321	0.7232	2.3417	0	0.6727	1.4511	0.2771	1.3094	0.9519	1.4688	0	2.4578	0.3831	0.9046	1.7087	0.6962	0.1723	0.6441	0.1411	0	0	0.4239	0.9912	0.2643	0.8643	0.2828	1.8009	0.3083	0.3116	0.3271	0	0.2157	0	0.1094	0.9139	1.3326	0	2.3185	0.4532	0.5797	1.3997	0.2876	0.2889	0.3832	1.5205	0.5765	1.4884	0.2867	0	0.3331	1.791	0.3316	0.7994	0.6097
hsa-miR-4747-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2098	0	0.3752	0	0	0.1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4747-5p	0	0.2263	0	0.1428	0	0	0	0	0.3985	0	0	0	0.1775	0	0.1871	0	0	0	0	0.6257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1514	0	0	0	0	0	0	0	0	0.2906	0	0	0	0	0.3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3594	0	0	0	0	0.1682	0	0	0	0	0	0	0.2395	0	0	0	0	0	0	0
hsa-miR-4748	0	0	0	0	0	0	0	0	0	0	0	0.4218	0	0	0	0.5497	0	0	0	0	0	0.1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1411	0.5218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4749-3p	0	0.2263	0	0.5019	0	0	0	0	0	0	0	0.1176	0	0.1644	0	0	0.6256	0	0	0	0	0.1561	0	0	0	0	0	0.1347	0	0	0	0	0	0	0	0.6278	0.1733	0	0	0.1962	0	0	0	0.1742	0	0	0.166	0	0	0	0	0	0	0	0.2321	0.1765	0	0	0	0	0	0	0	0.2881	0	0	0	0	0	0	0	0	0	0.1205	0	0	0	0	0	0	0	0	0	0	0.1317	0	0	0.1094	0	0	0	0	0	0	0.2851	0	0	0	0	0.1671	0.4448	0	0	0	0	0	0	0
hsa-miR-4749-5p	0.4016	0.7479	0	0.2727	0.3768	0	0.448	0	0	0.7363	0.3814	0	0.3355	0	0.6359	1.1107	0	0	0	0.9021	0	0	0	0.3013	0.2444	0	0.1295	0.258	0	0.2168	0.6961	0.6996	0	0.5723	0.3396	0	0.4677	0.1368	0.6948	0	0	0.7806	0.2884	0.3296	0.9052	0	0.6867	0.4492	0	0.3373	0.8254	0.2906	0.7003	0.1241	0.2321	0.8327	0.7013	0.323	0.4813	0.7602	0	0	0	0	0	0.5843	0.2042	1.0331	1.5458	0.2354	0.1723	0	0	0.9698	0	0.5968	0.168	0.2643	0.2192	0	0.148	0.1624	0.3116	0	0	0	0	0.4791	0.4369	0.815	0	0.2887	0	1.0791	0.1496	0.2876	0.7356	0	0.8309	0	0.2395	0.102	0	1.0278	0	0	0.5303	0.1782
hsa-miR-4750-3p	0	0.5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148	0	0	0.2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	0	0	0	0	0	0	0	0	0	0	0	0	0.1775	0	0	1.1107	0	0	0	0	0	0	0	0.1585	0	0	0.1295	0	0.1917	0	0	0	0	0.1657	0.3396	0	0.1733	0	0.6948	0	0	0	0	0.5977	0	0	0	0.242	0	0	0	0	0	0.2384	0	0	0.3929	0.1705	0.1362	0	0	0.3737	0	0	0	0	0	0	0	0	0	0	0	0.2318	0	0	0.4547	0	0	0	0.148	0	0	0	0.3638	0	0	0.4791	0	0.815	0	0.5292	0	0	0.1496	0.1509	0	0	0	0	0	0	0.2788	0.1761	0	0	0	0
