idx	C3N-03848	C3L-03272	C3N-02494	C3L-00568	C3L-02625	C3L-00923	C3N-03204	C3N-03093	C3L-01455	C3N-01017	C3L-02627	C3N-03441	C3L-02660	C3L-02963	C3N-02339	C3N-03425	C3L-02650	C3L-02546	C3N-03875	C3N-04162	C3N-02374	C3L-02168	C3N-03877	C3L-01884	C3N-04127	C3N-02435	C3L-02969	C3N-00497	C3L-03962	C3N-04124	C3N-02252	C3N-01846	C3L-02163	C3N-02675	C3L-02964	C3N-02375	C3L-02127	C3L-04013	C3L-02665	C3L-00993	C3N-03882	C3N-00221	C3N-02425	C3L-03963	C3L-04071	C3N-00555	C3L-01000	C3L-02358	C3L-00603	C3L-02130	C3L-02669	C3N-03092	C3N-02575	C3L-02619	C3N-03851	C3L-02552	C3L-02164	C3N-01411	C3N-03486	C3N-02426	C3L-02648	C3L-02349	C3N-02434	C3L-03965	C3L-00904	C3N-03076	C3L-04014	C3N-02523	C3L-02649	C3L-00415	C3N-01020	C3N-01025	C3N-03424	C3L-03961	C3N-01028	C3L-00445	C3L-01285	C3L-02968	C3L-02891	C3N-03880	C3N-02289	C3L-04391	C3L-00927	C3L-01606	C3L-02951	C3L-01663	C3L-00081	C3N-02288	C3N-03051	C3N-01194	C3N-01892	C3N-02285	C3N-01893	C3L-02629
hsa-miR-3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-409-3p	5.1244	5.2443	4.4977	6.0396	4.2448	6.1837	5.4773	6.7294	5.6941	5.0631	4.7421	4.52	5.8724	5.6198	6.4389	5.3514	6.3689	4.2944	5.5694	7.0025	5.5214	5.877	6.2451	6.2979	6.861	5.3175	4.8198	6.5546	5.0844	4.5708	5.954	7.5418	5.8076	6.3265	5.8735	5.8129	5.3212	4.8376	4.8159	6.6262	4.938	5.4058	4.5206	5.0113	6.2249	4.6928	5.0992	5.1419	5.4771	6.5272	6.1935	5.3555	6.4984	7.2172	6.0949	6.663	6.8601	4.1681	4.8548	4.6441	5.3964	5.422	5.6441	5.9374	6.8298	6.7893	5.8164	4.3495	4.9762	7.4065	6.2162	6.1308	7.1166	5.5176	5.6008	4.2567	5.5344	5.7942	7.477	6.7597	6.8419	5.7974	5.511	4.9868	5.4589	7.1055	5.3235	5.486	6.4037	6.7581	5.5744	6.4192	6.6263	8.2241
hsa-miR-409-5p	2.7838	2.5565	2.3795	3.2163	2.579	3.3148	2.4083	3.8327	3.0751	2.3569	2.3312	2.1357	3.1211	3.2481	3.9328	2.9569	3.7184	2.723	3.1723	4.3386	3.9143	3.6974	4.1085	3.6926	3.9537	3.0643	2.1083	3.7571	2.3153	2.3883	3.8445	4.9358	3.6491	4.0932	4.0944	3.5234	3.0998	2.7486	1.5908	3.8599	2.3619	3.1803	2.7046	3.1301	3.4095	2.2741	2.1794	2.3722	2.2841	4.2615	3.367	2.8539	4.2859	5.0747	3.1467	4.3183	4.8151	2.3129	2.1281	2.7091	2.655	3.435	3.5929	3.4634	4.3305	3.9589	3.0845	2.2126	2.4781	3.8037	3.686	2.6298	4.5735	2.9536	2.6132	1.9537	3.2666	3.2874	4.8729	3.9205	4.4607	3.4638	3.0237	2.7725	2.8249	4.1438	3.1159	3.3732	3.7053	3.9563	4.4903	4.657	4.5404	4.9522
hsa-miR-410-3p	1.5667	1.0946	0.8952	1.89	0.1652	1.9427	1.5751	1.8982	1.4487	1.5479	1.7925	1.4949	1.6561	1.6334	1.8634	1.7578	1.7793	1.1267	1.7446	2.3594	2.0944	1.7947	2.4414	1.8622	1.9892	2.0493	0.8911	2.1269	1.0772	0.7096	1.9891	2.6695	1.5293	1.6012	1.9268	0.9068	1.8325	1.7466	1.4206	1.3646	1.2956	1.9865	1.8868	1.5693	2.2101	1.1556	0.8534	0.9838	1.4551	1.9853	2.027	1.2287	1.4598	2.4944	1.7542	2.3927	2.7626	0	1.1402	0.989	1.9089	2.0831	1.8915	2.1521	2.4621	2.2618	1.6829	0.4119	1.2801	2.5792	0.9066	1.5697	2.5474	1.6618	1.3001	0.3218	1.4045	1.3681	2.2978	2.7175	2.5704	1.1726	0.8509	1.6916	1.3065	2.2615	1.6284	1.8504	2.3665	1.8801	1.9927	2.0885	1.9652	3.2228
hsa-miR-410-5p	0	0.2953	0	0	0	0.1159	0	0	0	0	0	0	0.1548	0	0	0.3627	0	0	0	0	0	0	0.1675	0	0	0	0	0	0	0	0.2776	0	0	0	0.1659	0	0	0.4185	0	0	0	0	0	0	0	0	0.4889	0	0.2552	0	0	0	0	0	0	0	0.7378	0	0	0	0	0	0	0	0	0	0.1177	0	0	0.1775	0	0	0.2229	0	0	0	0.1334	0	0.7532	0.2621	0	0	0.1381	0	0.3291	0	0	0	0	0	0	0	0	0
hsa-miR-411-3p	2.0944	1.3728	2.2406	2.2754	1.2964	2.8121	1.3952	3.5015	1.8661	2.0568	1.8384	1.4315	2.209	1.9387	2.8312	1.0342	2.8241	1.3663	2.5115	3.0221	3.0936	1.9424	1.5703	2.8	2.8906	2.3174	1.3799	2.6871	2.2039	0.9657	2.3	3.4318	2.0066	2.6526	2.3278	2.0049	2.7155	1.1596	1.669	2.8151	1.9251	2.1016	1.1547	2.0844	2.8071	1.3418	1.4932	1.6061	2.3403	2.7548	2.3422	1.9296	2.2099	2.5588	2.3482	2.9862	2.4465	0.5271	0.882	1.8907	2.299	2.5626	2.657	2.0142	3.1124	2.2134	1.8956	1.0714	1.7162	2.7574	2.8324	1.7339	2.2253	2.4477	2.3491	1.7544	1.8545	2.0575	2.4861	3.1158	2.9598	2.6426	2.1426	1.5719	2.1774	2.6306	1.9218	2.2811	2.3363	2.9661	2.5686	2.1983	2.7675	3.684
hsa-miR-411-5p	4.3477	4.6611	4.3019	5.1277	4.0366	5.4621	3.5356	4.9083	4.3017	4.5736	4.2757	3.8293	4.1085	4.7231	4.65	4.2557	5.1127	3.8415	4.9406	5.77	4.5525	4.2674	4.5714	5.5348	5.6251	4.6592	4.1253	5.1337	4.0316	3.6965	4.7823	5.7744	4.0744	4.2246	4.6786	4.5217	4.6788	3.9722	4.1648	5.1559	4.3396	4.3345	3.5141	4.7069	5.3039	3.6092	3.417	3.4996	4.8319	4.9784	4.8601	4.4029	4.5319	5.6078	4.5798	5.2077	5.336	3.9385	3.1221	3.0994	4.6287	4.3957	4.5803	4.497	6.1013	4.9194	5.0542	3.8184	4.2552	5.0707	4.9825	4.7132	5.0371	4.7464	5.0328	3.3917	4.1028	4.4301	5.4462	5.4504	5.1252	4.8143	3.988	4.3973	4.7137	5.4738	5.0012	4.207	4.8542	5.503	5.3273	5.1653	5.1899	6.1955
hsa-miR-412-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1249	0	0	0.3305	0	0	0	0	0	0	0	0	0	0	0	0.2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-412-5p	0.9379	1.0946	0.8952	1.0942	0.5708	1.1184	0.4322	2.8742	0	0.632	0.1532	0.6836	1.1303	0.9366	1.4849	1.336	1.498	0.1096	1.7899	0.8913	0.9966	0.2012	1.9379	0.6368	2.2988	0.1644	1.1211	1.7362	0.1276	1.1142	0	3.2843	0.2944	0.4924	0.4494	1.2394	1.8325	0.4185	0.5879	1.9094	0.2914	1.5729	0.8941	0.158	1.8119	0	0.1386	0.5305	1.2355	2.0749	1.7055	0.5739	2.2099	3.305	0.9262	2.4257	1.0011	0.7325	0.9733	0.7459	0.9663	0	0.1544	2.0848	2.1479	2.2134	0.1177	0.1508	0.4657	2.1813	1.807	1.2819	0.5862	0.1729	1.6076	0	0.828	1.4045	3.0608	1.6741	1.6466	1.4384	0.8509	0.8936	1.0628	2.2001	1.3933	0.3669	2.0324	0	1.286	1.8399	3.3117	3.0746
hsa-miR-421	5.1982	4.4069	4.4096	5.2049	4.8655	5.0497	5.6445	5.2485	5.0377	5.8689	4.6741	5.142	5.2872	5.2863	4.9811	5.2965	5.616	4.7528	4.7008	6.0121	5.4101	5.0324	5.0176	5.3211	4.9177	4.7846	4.8575	5.2852	5.3528	5.3842	5.4157	5.3445	5.3547	5.3432	5.5931	5.0563	4.6535	5.2228	5.7812	5.2385	4.7347	4.8027	5.4244	4.9424	5.6748	5.6863	5.5101	4.7853	4.954	5.1289	5.4009	5.3338	5.7113	5.6784	5.1776	5.1693	5.5736	5.1365	5.8173	5.3205	4.9782	5.527	5.392	5.093	5.3612	5.4019	5.0281	5.2732	4.8627	5.5695	6.0656	5.428	5.3641	5.0198	5.0772	5.7609	5.3514	5.0015	4.948	4.7331	5.6442	4.849	5.5456	4.8303	5.744	5.888	4.937	5.8445	5.2833	5.1952	4.8606	5.1921	5.1022	5.2818
hsa-miR-422a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-3p	11.6238	11.3673	11.2393	11.6481	11.4479	11.7112	11.9299	11.9006	12.024	12.0004	11.6524	11.6875	11.5456	11.4697	11.5799	11.8276	11.3838	11.5043	11.4245	11.8244	11.0117	11.4392	11.4361	11.6428	11.4564	11.3807	11.5743	12.1644	11.6628	11.5239	11.4703	11.8277	11.5808	11.1772	11.4375	11.5845	11.7927	11.5062	11.6637	11.8488	11.7027	11.5408	11.5253	11.7625	11.49	12.0311	12.0048	11.474	11.639	11.7663	11.6155	11.8252	11.7052	12.1841	11.8056	11.5837	11.5025	11.721	11.3869	11.5287	11.4472	11.7781	11.5503	11.7053	11.6223	11.4834	11.7689	11.512	11.2927	12.0237	11.6026	11.6437	11.7106	11.6019	11.9186	11.8704	11.8944	11.5713	11.4695	11.3939	11.3838	11.1838	12.1984	11.8431	11.8465	11.9989	12.0516	11.7151	11.7104	12.0504	11.1398	11.5259	11.8795	11.6648
hsa-miR-423-5p	8.9378	9.4367	8.9141	9.3319	9.1064	9.3957	9.7562	9.7652	10.0882	9.9425	8.7338	9.5995	9.2457	9.4961	9.7164	9.5607	8.9406	9.9607	9.0254	9.0365	9.7124	9.9417	9.114	8.5901	9.0422	8.5275	9.3088	10.2822	9.2687	9.1447	9.626	10.006	9.3878	9.2064	9.6796	9.8454	9.6309	9.6651	9.1564	9.4246	9.2953	9.1399	9.6859	9.0205	9.2215	10.036	10.2009	10.1763	10.0883	9.727	9.404	9.1317	9.7577	10.1918	9.2378	9.8985	9.7466	9.7615	9.8783	10.2397	9.5622	9.5281	9.7375	9.7923	9.3882	9.4874	9.3714	9.461	9.0101	10.3332	9.3089	9.5478	9.6876	9.2739	9.9143	9.923	9.7236	9.4859	9.3305	8.9518	9.2508	9.1878	10.5832	9.6687	9.537	9.9482	9.6018	9.7245	9.3357	9.8072	9.6634	9.4679	9.444	9.0476
hsa-miR-424-3p	4.6479	4.2861	4.1856	5.2846	4.3081	4.2844	4.884	5.7856	5.1781	4.3194	3.9702	4.63	5.2186	4.1919	5.1269	4.3797	4.3971	4.2592	4.8147	5.0957	4.5525	4.9787	3.6236	4.2918	4.5879	4.603	4.6885	5.3659	4.4098	4.9915	5.1313	5.6857	5.2122	5.7822	4.7192	4.9007	4.5475	4.4725	5.0818	5.2878	4.2576	4.1988	4.8803	4.124	4.2582	4.6226	4.989	5.1813	5.0158	4.702	4.7431	4.8747	5.2951	5.8166	4.279	4.9084	5.1222	4.2706	5.6818	4.4546	4.6892	4.577	4.3116	4.7075	4.4901	5.0965	4.8354	4.7605	4.4501	5.6432	4.9768	4.5354	5.3553	4.6977	4.3847	4.0974	4.8773	4.8744	5.256	4.1564	4.5469	4.7051	5.8669	5.298	5.0762	5.2114	3.5897	5.0293	5.6292	5.467	4.8452	5.1288	5.211	6.2631
hsa-miR-424-5p	4.7141	4.8319	4.6316	5.4919	4.1094	4.6443	4.8021	5.0337	4.8871	4.5141	4.7239	4.7648	4.6508	4.3619	4.1236	4.0553	4.7548	4.3679	4.7871	5.1831	4.9208	4.7769	3.8983	5.3896	4.8658	5.8756	5.1716	5.1792	4.164	4.6701	4.5538	5.7528	5.1614	4.9839	4.9067	4.2093	5.0525	4.0814	5.5217	5.4175	3.9271	4.5626	4.5957	4.6145	5.4766	4.6046	4.8895	4.2845	4.4401	4.7617	4.7816	5.1819	4.9892	5.7106	4.6707	4.4762	5.1985	4.671	4.6206	3.5796	4.4583	4.2449	4.4145	4.4643	5.1181	5.0142	4.3969	4.8292	4.9229	5.3133	4.942	4.9064	5.2325	4.9443	4.556	3.6576	4.7687	5.0823	5.4846	4.265	4.5469	4.6924	5.8164	5.5929	5.2635	5.5649	3.9886	4.4995	5.6104	5.3494	5.4578	5.0133	5.5593	5.9349
hsa-miR-425-3p	5.8942	5.7887	5.3885	5.7939	5.6688	6.084	6.2827	6.6546	6.3628	6.2897	6.0942	6.314	5.9498	6.1182	5.7616	6.4035	5.6426	5.6597	5.6298	6.14	5.3857	5.7543	6.0605	5.9485	5.8645	5.9252	6.2859	6.1309	6.1062	5.988	5.591	6.3659	5.7195	5.2841	6.1208	5.7517	6.0813	6.1267	6.4266	6.0834	5.9848	5.5723	5.9814	6.4429	6.5446	6.3981	6.366	5.8215	6.1548	6.1551	6.3868	6.2339	5.772	6.7495	6.1459	5.6908	6.0754	5.6424	6.1391	5.5194	5.8973	6.1211	5.853	6.0782	6.1359	5.948	6.1613	5.9341	5.6698	6.0717	5.9361	5.9463	6.3759	6.0146	6.2373	6.3054	6.1763	5.6615	5.943	5.661	5.8325	5.4958	6.541	6.1756	6.3927	6.6888	6.4902	6.2624	6.1262	6.1953	5.0244	5.8631	6.0765	6.1775
hsa-miR-425-5p	8.9565	9.2497	9.0433	9.0852	8.6737	8.9722	9.209	9.1107	9.1246	9.748	9.2742	10.1134	9.0538	9.5157	9.6002	9.4131	9.2834	9.1235	9.1032	9.392	8.7178	9.152	8.9713	9.2509	9.0596	9.2826	9.5675	9.0624	9.1785	9.3555	9.1758	9.6264	9.237	8.6379	9.5967	8.7695	9.2826	9.6404	10.0489	8.8541	8.9592	9.3071	9.3032	9.6047	9.8785	9.4558	9.6963	9.2477	9.4112	9.4188	9.6873	9.6585	9.155	10.3077	9.3729	9.1948	9.7043	8.7914	9.647	8.7185	8.9306	9.2776	9.3559	9.1612	9.2431	9.1933	9.0224	9.47	9.7944	9.4628	9.4858	8.9284	9.1405	9.0682	9.1546	9.4441	9.3484	9.1728	9.07	8.9355	9.3254	9.1593	9.5694	9.2095	9.649	9.6682	8.9834	9.5704	9.2622	9.2597	9.2612	9.1395	9.0967	9.2379
hsa-miR-4251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
